# date, X_R_pos, Y_R_pos, Z_R_pos, X_R_rot, Y_R_rot, Z_R_rot, W_R_rot, X_L_pos, Y_L_pos, Z_L_pos, X_L_rot, Y_L_rot, Z_L_rot, W_L_rot2023-04-25 2023-04-26 20:21:26.710,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:28.782,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:29.783,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:30.784,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:31.789,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:32.798,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:33.804,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:34.804,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:35.811,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:36.811,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:37.811,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:38.811,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:39.811,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:40.817,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:41.818,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:42.818,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:43.819,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:44.819,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:45.819,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:46.819,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:47.819,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:48.819,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:49.825,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:50.826,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:51.825,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:52.826,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:53.826,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:54.825,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:55.826,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:56.826,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:57.833,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:58.833,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:21:59.840,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:22:00.841,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:22:01.840,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:22:02.840,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:22:03.840,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:22:04.847,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:22:05.848,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:22:06.848,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:22:07.847,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:22:08.847,0,0,0,0,0,0,0,0,0,0,0
2023-04-26 20:22:09.847,0,0,0,0,0,0,0,0,0,0,0
